title,avg_reviews,complete_link,publisher
The Pandas Workshop: A comprehensive guide to using Python for data analysis with real-world case studies,4.6,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A049513115F6WF9ISLFQD&qualifier=1671164699&id=1792140535860055&widgetName=sp_atf_next&url=%2FPandas-Workshop-comprehensive-analysis-real-world%2Fdp%2F1800208936%2Fref%3Dsr_1_289_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164699%26sr%3D8-289-spons%26psc%3D1,"Packt Publishing (June 17, 2022)"
"Statistical Methods for Categorical Data Analysis, 2nd Edition",4.8,https://www.amazon.com/Statistical-Methods-Categorical-Data-Analysis/dp/0123725623/ref=sr_1_267?keywords=data+analysis&qid=1671164689&sr=8-267,"Emerald Publishing; 2nd edition (October 1, 2008)"
"Python Data Analysis: Perform data collection, data processing, wrangling, visualization, and model building using Python, 3rd Edition",4.7,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A02946731QRXOG2JT8T3Z&qualifier=1671164699&id=1792140535860055&widgetName=sp_atf_next&url=%2FPython-Data-Analysis-collection-visualization%2Fdp%2F1789955246%2Fref%3Dsr_1_290_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164699%26sr%3D8-290-spons%26psc%3D1,"Packt Publishing; 3rd ed. edition (February 5, 2021)"
R for Data Analysis in easy steps - R Programming essentials,4.3,https://www.amazon.com/Data-Analysis-easy-steps-Programming/dp/1840787953/ref=sr_1_266?keywords=data+analysis&qid=1671164689&sr=8-266,"In Easy Steps Limited (March 13, 2018)"
"Learning Tableau 2022: Create effective data visualizations, build interactive visual analytics, and improve your data storytelling capabilities, 5th Edition",4.8,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A00520262XV4ZH493HLVL&qualifier=1671164689&id=5996455913560366&widgetName=sp_mtf&url=%2FLearning-Tableau-2022-visualizations-storytelling%2Fdp%2F1801072329%2Fref%3Dsr_1_273_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-273-spons%26psc%3D1,"Packt Publishing; 5th ed. edition (August 26, 2022)"
The Statistical Sleuth: A Course in Methods of Data Analysis,4.0,https://www.amazon.com/Statistical-Sleuth-Course-Methods-Analysis/dp/1133490670/ref=sr_1_264?keywords=data+analysis&qid=1671164689&sr=8-264,"Cengage Learning; 3rd edition (May 2, 2012)"
"Bayesian Data Analysis in Ecology Using Linear Models with R, BUGS, and Stan",4.7,https://www.amazon.com/Bayesian-Analysis-Ecology-Linear-Models/dp/0128013702/ref=sr_1_262?keywords=data+analysis&qid=1671164689&sr=8-262,"Academic Press; 1st edition (April 23, 2015)"
Pandas for Everyone: Python Data Analysis (Addison-Wesley Data & Analytics Series),4.5,https://www.amazon.com/Pandas-Everyone-Analysis-Addison-Wesley-Analytics-ebook/dp/B0789WKTKJ/ref=sr_1_261?keywords=data+analysis&qid=1671164689&sr=8-261,"Addison-Wesley Professional; 1st edition (December 15, 2017)"
Data Analysis with Microsoft Power BI,3.8,https://www.amazon.com/Data-Analysis-Microsoft-Power-BI/dp/126045861X/ref=sr_1_252?keywords=data+analysis&qid=1671164689&sr=8-252,"McGraw Hill; 1st edition (December 27, 2019)"
"Mastering pandas: A complete guide to pandas, from installation to advanced data analysis techniques, 2nd Edition",4.4,https://www.amazon.com/Mastering-pandas-complete-installation-techniques-ebook/dp/B07WFM4JXZ/ref=sr_1_249?keywords=data+analysis&qid=1671164689&sr=8-249,"Packt Publishing; 2nd edition (October 25, 2019)"
Data Visualization: A Practical Introduction,4.6,https://www.amazon.com/Data-Visualization-Introduction-Kieran-Healy/dp/0691181624/ref=sr_1_246?keywords=data+analysis&qid=1671164689&sr=8-246,"Princeton University Press; 1st edition (December 18, 2018)"
"Applied Spatial Data Analysis with R (Use R!, 10)",4.5,https://www.amazon.com/Applied-Spatial-Data-Analysis-Use/dp/1461476178/ref=sr_1_245?keywords=data+analysis&qid=1671164689&sr=8-245,"Springer; 2nd ed. 2013 edition (June 21, 2013)"
Bayesian Data Analysis for the Behavioral and Neural Sciences,4.0,https://www.amazon.com/Bayesian-Analysis-Behavioral-Neural-Sciences/dp/1108812902/ref=sr_1_218?keywords=data+analysis&qid=1671164678&sr=8-218,"Cambridge University Press (August 26, 2021)"
"Learning Geospatial Analysis with Python: Understand GIS fundamentals and perform remote sensing data analysis using Python 3.7, 3rd Edition",4.2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A099858636KU8S1DGGCV6&qualifier=1671164689&id=5996455913560366&widgetName=sp_atf_next&url=%2FLearning-Geospatial-Analysis-Python-fundamentals%2Fdp%2F1789959276%2Fref%3Dsr_1_244_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-244-spons%26psc%3D1,"Packt Publishing (September 27, 2019)"
Qualitative Data Analysis: An Introduction,4.5,https://www.amazon.com/Qualitative-Data-Analysis-Carol-Grbich/dp/1446202976/ref=sr_1_213?keywords=data+analysis&qid=1671164678&sr=8-213,"SAGE Publications Ltd; Second edition (December 6, 2012)"
Microsoft Excel Data Analysis and Business Modeling (Business Skills),4.5,https://www.amazon.com/Microsoft-Excel-Analysis-Business-Modeling/dp/1509304215/ref=sr_1_214?keywords=data+analysis&qid=1671164678&sr=8-214,"Microsoft Press; 5th edition (December 9, 2016)"
Big Data Analysis with Python: Combine Spark and Python to unlock the powers of parallel computing and machine learning,3.7,https://www.amazon.com/Big-Data-Analysis-Python-computing-ebook/dp/B07KX3W4K5/ref=sr_1_204?keywords=data+analysis&qid=1671164678&sr=8-204,"Packt Publishing; 1st edition (April 10, 2019)"
Bayesian Artificial Intelligence (Chapman & Hall/CRC Computer Science & Data Analysis Book 2),4.1,https://www.amazon.com/Bayesian-Artificial-Intelligence-Computer-Analysis-ebook/dp/B00I60M1EY/ref=sr_1_203?keywords=data+analysis&qid=1671164678&sr=8-203,"CRC Press; 2nd edition (December 16, 2010)"
"PYTHON: Learn Coding Programs with Python Programming and Master Data Analysis & Analytics, Data Science and Machine Learning with the Complete Crash Course for Beginners - 5 Manuscripts in 1 Book",4.1,https://www.amazon.com/PYTHON-Programming-Analytics-Beginners-Manuscripts/dp/B09NT7WVT5/ref=sr_1_202?keywords=data+analysis&qid=1671164678&sr=8-202,"Independently published (December 24, 2021)"
"Introduction to Python in Earth Science Data Analysis: From Descriptive Statistics to Machine Learning (Springer Textbooks in Earth Sciences, Geography and Environment)",4.6,https://www.amazon.com/Introduction-to-Python-in-Earth-Science-Data-AnalysisFrom-Descriptive-Statistics-to-Machine-Learning-Springer-Textbooks-in-Earth-Sciences_-Geography-and-Environment/dp/3030780546/ref=sr_1_175?keywords=data+analysis&qid=1671164670&sr=8-175,"Springer; 1st ed. 2021 edition (September 17, 2021)"
"Statistics, Data Analysis, and Decision Modeling",4.1,https://www.amazon.com/Statistics-Data-Analysis-Decision-Modeling/dp/0132744287/ref=sr_1_172?keywords=data+analysis&qid=1671164670&sr=8-172,"Pearson; 5th edition (January 18, 2012)"
Humanities Data Analysis: Case Studies with Python,5.0,https://www.amazon.com/Humanities-Data-Analysis-Studies-Python/dp/0691172366/ref=sr_1_171?keywords=data+analysis&qid=1671164670&sr=8-171,"Princeton University Press (January 12, 2021)"
Geographical Data Science and Spatial Data Analysis: An Introduction in R (Spatial Analytics and GIS),4.6,https://www.amazon.com/Geographical-Data-Science-Spatial-Analysis/dp/1526449366/ref=sr_1_166?keywords=data+analysis&qid=1671164670&sr=8-166,"SAGE Publications Ltd; 1st edition (February 4, 2021)"
Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence,4.5,https://www.amazon.com/Applied-Longitudinal-Data-Analysis-Occurrence/dp/0195152964/ref=sr_1_167?keywords=data+analysis&qid=1671164670&sr=8-167,"Oxford University Press; 1st edition (March 27, 2003)"
Topological Data Analysis for Genomics and Evolution: Topology in Biology,4.6,https://www.amazon.com/Topological-Data-Analysis-Genomics-Evolution/dp/1107159547/ref=sr_1_154?keywords=data+analysis&qid=1671164670&sr=8-154,"Cambridge University Press; 1st edition (January 16, 2020)"
Data Analysis for Continuous School Improvement: For Continuous School Improvement,4.6,https://www.amazon.com/Data-Analysis-Continuous-School-Improvement/dp/1138294624/ref=sr_1_152?keywords=data+analysis&qid=1671164670&sr=8-152,"Routledge; 4th edition (August 8, 2017)"
An Introduction to Statistical Methods and Data Analysis,4.2,https://www.amazon.com/Introduction-Statistical-Methods-Data-Analysis/dp/1305269470/ref=sr_1_151?keywords=data+analysis&qid=1671164670&sr=8-151,"Cengage Learning; 7th edition (June 11, 2015)"
Qualitative Data Analysis with ATLAS.ti,4.7,https://www.amazon.com/Qualitative-Data-Analysis-with-ATLAS-ti/dp/1526458926/ref=sr_1_126?keywords=data+analysis&qid=1671164661&sr=8-126,"SAGE Publications Ltd; Third edition (April 22, 2019)"
Multivariate Data Analysis,4.4,https://www.amazon.com/Multivariate-Analysis-William-author-Anderson/dp/1473756545/ref=sr_1_124?keywords=data+analysis&qid=1671164661&sr=8-124,"Cengage Learning EMEA; 8th edition (May 22, 2018)"
Data Analysis in Qualitative Research: Theorizing with Abductive Analysis,4.4,https://www.amazon.com/Data-Analysis-Qualitative-Research-Theorizing/dp/0226817733/ref=sr_1_117?keywords=data+analysis&qid=1671164661&sr=8-117,"University of Chicago Press; First edition (June 6, 2022)"
Qualitative Data Analysis: Practical Strategies,4.5,https://www.amazon.com/Qualitative-Data-Analysis-Practical-Strategies/dp/1526404761/ref=sr_1_112?keywords=data+analysis&qid=1671164661&sr=8-112,"SAGE Publications Ltd; Second edition (December 15, 2020)"
"Data Analytics for Absolute Beginners: A Deconstructed Guide to Data Literacy: (Introduction to Data, Data Visualization, Business Intelligence & ... Science, Python & Statistics for Beginners)",4.4,https://www.amazon.com/Data-Analytics-Absolute-Beginners-Deconstructed/dp/1081762462/ref=sr_1_106?keywords=data+analysis&qid=1671164661&sr=8-106,"Independently published (July 21, 2019)"
Learning R: A Step-by-Step Function Guide to Data Analysis,4.4,https://www.amazon.com/Learning-Step-Step-Function-Analysis/dp/1449357105/ref=sr_1_105?keywords=data+analysis&qid=1671164661&sr=8-105,"O'Reilly Media; 1st edition (October 22, 2013)"
"An Introduction to Data Analysis: Quantitative, Qualitative and Mixed Methods",4.6,https://www.amazon.com/Introduction-Data-Analysis-Quantitative-Qualitative/dp/144629515X/ref=sr_1_103?keywords=data+analysis&qid=1671164661&sr=8-103,"SAGE Publications Ltd; 1st edition (November 28, 2018)"
Business Analytics: Data Analysis & Decision Making (MindTap Course List),4.5,https://www.amazon.com/Business-Analytics-Analysis-Decision-MindTap/dp/0357109953/ref=sr_1_78?keywords=data+analysis&qid=1671164651&sr=8-78,"Cengage Learning; 7th edition (April 2, 2019)"
"Data Analysis with IBM SPSS Statistics: Implementing Data Modeling, Descriptive Statistics and ANOVA",3.8,https://www.amazon.com/Data-Analysis-IBM-SPSS-Statistics-ebook/dp/B0728K1C3F/ref=sr_1_75?keywords=data+analysis&qid=1671164651&sr=8-75,"Packt Publishing; 1st edition (September 22, 2017)"
The Kaggle Book: Data analysis and machine learning for competitive data science,4.4,https://www.amazon.com/Data-Analysis-Machine-Learning-Kaggle/dp/1801817472/ref=sr_1_74?keywords=data+analysis&qid=1671164651&sr=8-74,"Packt Publishing (April 22, 2022)"
Statistics and Data Analysis for Nursing Research,4.3,https://www.amazon.com/Statistics-Data-Analysis-Nursing-Research/dp/0135085071/ref=sr_1_73?keywords=data+analysis&qid=1671164651&sr=8-73,"Pearson; 2nd edition (August 5, 2009)"
Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results,4.3,https://www.amazon.com/Behavioral-Data-Analysis-Python-Customer-Driven/dp/1492061379/ref=sr_1_72?keywords=data+analysis&qid=1671164651&sr=8-72,"O'Reilly Media; 1st edition (July 6, 2021)"
"Hands-On Data Analysis with Pandas: A Python data science handbook for data collection, wrangling, analysis, and visualization, 2nd Edition",4.3,https://www.amazon.com/Hands-Data-Analysis-Pandas-visualization/dp/1800563450/ref=sr_1_70?keywords=data+analysis&qid=1671164651&sr=8-70,"Packt Publishing; 2nd ed. edition (April 29, 2021)"
Data Visualization with Excel Dashboards and Reports,4.4,https://www.amazon.com/Data-Visualization-Excel-Dashboards-Reports/dp/1119698723/ref=sr_1_69?keywords=data+analysis&qid=1671164651&sr=8-69,"Wiley; 1st edition (January 29, 2021)"
"Data Analysis: A Model Comparison Approach To Regression, ANOVA, and Beyond, Third Edition",4.4,https://www.amazon.com/Data-Analysis-Comparison-Approach-Regression/dp/1138819832/ref=sr_1_64?keywords=data+analysis&qid=1671164651&sr=8-64,"Routledge; 3rd edition (May 8, 2017)"
Python for Excel: A Modern Environment for Automation and Data Analysis,4.6,https://www.amazon.com/Python-Excel-Environment-Automation-Analysis/dp/1492081000/ref=sr_1_56?keywords=data+analysis&qid=1671164651&sr=8-56,"O'Reilly Media; 1st edition (April 13, 2021)"
Microsoft® Excel Data Analysis and Business Modeling,3.9,https://www.amazon.com/Microsoft%C2%AE-Analysis-Business-Modeling-Skills/dp/0735619018/ref=sr_1_54?keywords=data+analysis&qid=1671164651&sr=8-54,"Microsoft Press; PAP/CDR edition (February 25, 2004)"
"High-Dimensional Data Analysis with Low-Dimensional Models: Principles, Computation, and Applications",4.8,https://www.amazon.com/High-Dimensional-Data-Analysis-Low-Dimensional-Models/dp/1108489737/ref=sr_1_53?keywords=data+analysis&qid=1671164651&sr=8-53,"Cambridge University Press; New edition (April 7, 2022)"
Mathematical Statistics and Data Analysis,4.2,https://www.amazon.com/Mathematical-Statistics-Data-Analysis-Rice/dp/8131519546/ref=sr_1_52?keywords=data+analysis&qid=1671164651&sr=8-52,"Cengage Learning; 3rd edition (November 21, 2013)"
Storytelling with Data: A Data Visualization Guide for Business Professionals,4.6,https://www.amazon.com/Storytelling-Data-Visualization-Business-Professionals/dp/1119002257/ref=sr_1_43?keywords=data+analysis&qid=1671164651&sr=8-43,"Wiley; 1st edition (November 2, 2015)"
Data Analysis with Python and PySpark,4.8,https://www.amazon.com/Analysis-Python-PySpark-Jonathan-Rioux/dp/1617297208/ref=sr_1_38?keywords=data+analysis&qid=1671164651&sr=8-38,"Manning (March 22, 2022)"
Statistics and Data Analysis: From Elementary to Intermediate,4.4,https://www.amazon.com/Statistics-Data-Analysis-Elementary-Intermediate/dp/0137444265/ref=sr_1_41?keywords=data+analysis&qid=1671164651&sr=8-41,"Pearson; 1st edition (October 18, 1999)"
The Art of Data Analysis: Non-Technical Skills for Data Analysts,4.1,https://www.amazon.com/Art-Data-Analysis-Non-Technical-Analysts/dp/1702688526/ref=sr_1_36?keywords=data+analysis&qid=1671164651&sr=8-36,"Independently published (August 17, 2020)"
Microsoft Excel 2019 Data Analysis and Business Modeling (Business Skills),4.6,https://www.amazon.com/Microsoft-Analysis-Business-Modeling-Skills/dp/1509305882/ref=sr_1_35?keywords=data+analysis&qid=1671164651&sr=8-35,"Microsoft Press; 6th edition (April 15, 2019)"
"Introduction to Error Analysis: The Science of Measurements, Uncertainties, and Data Analysis",4.6,https://www.amazon.com/Introduction-Error-Analysis-Measurements-Uncertainties/dp/1975906659/ref=sr_1_34?keywords=data+analysis&qid=1671164651&sr=8-34,"CreateSpace Independent Publishing Platform; 1st edition (August 29, 2017)"
Introduction to Multivariate Data Analysis (Easy Statistics),4.4,https://www.amazon.com/Introduction-Multivariate-Data-Analysis-Statistics-ebook/dp/B0B4W7743J/ref=sr_1_32?keywords=data+analysis&qid=1671164651&sr=8-32,"anushabooks.com (June 22, 2022)"
"R Cookbook: Proven Recipes for Data Analysis, Statistics, and Graphics",4.6,https://www.amazon.com/Cookbook-Recipes-Analysis-Statistics-Graphics/dp/1492040681/ref=sr_1_33?keywords=data+analysis&qid=1671164651&sr=8-33,"O'Reilly Media; 2nd edition (July 16, 2019)"
"Python for Geospatial Data Analysis: Theory, Tools, and Practice for Location Intelligence",3.0,https://www.amazon.com/Python-Geospatial-Data-Analysis-Intelligence/dp/109810479X/ref=sr_1_30?keywords=data+analysis&qid=1671164651&sr=8-30,"O'Reilly Media; 1st edition (November 29, 2022)"
Data Analysis Using SQL and Excel,4.4,https://www.amazon.com/Data-Analysis-Using-SQL-Excel/dp/111902143X/ref=sr_1_31?keywords=data+analysis&qid=1671164651&sr=8-31,"Wiley; 2nd edition (December 14, 2015)"
Optimization for Data Analysis,5.0,https://www.amazon.com/Optimization-Data-Analysis-Stephen-Wright/dp/1316518981/ref=sr_1_25?keywords=data+analysis&qid=1671164651&sr=8-25,"Cambridge University Press; New edition (April 28, 2022)"
"Pandas 1.x Cookbook: Practical recipes for scientific computing, time series analysis, and exploratory data analysis using Python, 2nd Edition",4.3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A08228652ME0EIMAKHBE0&qualifier=1671164784&id=6423934889239781&widgetName=sp_atf_next&url=%2FPandas-1-x-Cookbook-scientific-exploratory%2Fdp%2F1839213108%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164784%26sr%3D8-99-spons%26psc%3D1,"Packt Publishing (February 27, 2020)"
"Data Analysis for Business, Economics, and Policy",4.3,https://www.amazon.com/Data-Analysis-Business-Economics-Policy/dp/1108716202/ref=sr_1_8?keywords=data+analysis&qid=1671164651&sr=8-8,"Cambridge University Press (May 6, 2021)"
Microsoft Excel Data Analysis and Business Modeling (Office 2021 and Microsoft 365) (Business Skills),4.7,https://www.amazon.com/Microsoft-Analysis-Business-Modeling-Office/dp/0137613660/ref=sr_1_7?keywords=data+analysis&qid=1671164651&sr=8-7,"Microsoft Press; 7th edition (December 16, 2021)"
"Python for Data Analysis: Data Wrangling with pandas, NumPy, and Jupyter",4.4,https://www.amazon.com/Python-Data-Analysis-Wrangling-Jupyter/dp/109810403X/ref=sr_1_6?keywords=data+analysis&qid=1671164651&sr=8-6,"O'Reilly Media; 3rd edition (September 20, 2022)"
Data Analysis for Social Science: A Friendly and Practical Introduction,5.0,https://www.amazon.com/Data-Analysis-Social-Science-Introduction/dp/0691199434/ref=sr_1_5?keywords=data+analysis&qid=1671164651&sr=8-5,"Princeton University Press (November 29, 2022)"
Data Visualization in Python,3.3,https://www.amazon.com/Data-Visualization-Python-Daniel-Nelson/dp/B08TZ9LWWX/ref=sr_1_156?keywords=python&qid=1671164909&sr=8-156,"Independently published (September 15, 2020)"
"Better Data Visualizations: A Guide for Scholars, Researchers, and Wonks",4.4,https://www.amazon.com/Better-Data-Visualizations-Scholars-Researchers/dp/0231193114/ref=sr_1_27?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671164641&sprefix=data+science%2Caps%2C586&sr=8-27,"Columbia University Press (February 9, 2021)"
Functional Aesthetics for Data Visualization,4.8,https://www.amazon.com/Functional-Aesthetics-Visualization-Vidya-Setlur/dp/1119810086/ref=sr_1_133?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-133,"Wiley; 1st edition (September 21, 2022)"
The Tableau Workshop: A practical guide to the art of data visualization with Tableau,4.7,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A029339114J7CE6TYQZ8A&qualifier=1671165060&id=994456475850918&widgetName=sp_mtf&url=%2FTableau-Workshop-practical-guide-visualization%2Fdp%2F1800207654%2Fref%3Dsr_1_226_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165060%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-226-spons%26psc%3D1,"Packt Publishing (April 28, 2022)"
"Data Visualization with Python for Beginners: Visualize Your Data using Pandas, Matplotlib and Seaborn (Machine Learning & Data Science for Beginners)",4.1,https://www.amazon.com/Data-Visualization-Python-Beginners-Matplotlib/dp/1733042687/ref=sr_1_280?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-280,"AI Publishing LLC (February 14, 2020)"
"Data Visualization: Clear Introduction to Data Visualization with Python. Proper Guide for Data Scientist (Data Mining, Analytics and Visualization)",3.8,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A01648802IKWBPR428R27&qualifier=1671165070&id=2380392184025275&widgetName=sp_mtf&url=%2FData-Visualization-Introduction-Python-Scientist%2Fdp%2FB08JHGFHM1%2Fref%3Dsr_1_275_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165070%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-275-spons%26psc%3D1,"Independently published (September 22, 2020)"
"Data Sketches: A journey of imagination, exploration, and beautiful data visualizations (AK Peters Visualization Series)",4.5,https://www.amazon.com/Data-Sketches-AK-Peters-Visualization/dp/0367000083/ref=sr_1_156?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-156,"A K Peters/CRC Press; 1st edition (February 9, 2021)"
